Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049901.1,7526731,7541473,1,minus,receptor-like protein kinase FERONIA,LOC108988052,108988052,protein-coding,XM_018961148.2,XP_018816693.2,537.0,
NC_049901.1,7546718,7547953,1,minus,receptor-like protein kinase FERONIA,LOC108987975,108987975,protein-coding,XM_018961055.1,XP_018816600.1,411.0,
NC_049901.1,7568107,7571247,1,minus,receptor-like protein kinase FERONIA,LOC108988137,108988137,protein-coding,XM_018961272.2,XP_018816817.1,894.0,
NC_049901.1,7583776,7585687,1,minus,uncharacterized LOC108988138,LOC108988138,108988138,lncRNA,XR_001995625.2,,,
NC_049901.1,7606571,7607898,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC108987973,108987973,protein-coding,XM_018961053.1,XP_018816598.1,395.0,
NC_049901.1,7620045,7628560,1,plus,ABC transporter B family member 27-like,LOC108988197,108988197,protein-coding,XM_018961358.2,XP_018816903.1,644.0,
NC_049901.1,7629804,7634347,1,minus,eukaryotic translation initiation factor 3 subunit M-like,LOC108988218,108988218,protein-coding,XM_018961401.2,XP_018816946.1,410.0,
NC_049901.1,7635311,7637298,1,minus,UPF0481 protein At3g47200-like,LOC108988178,108988178,protein-coding,XM_035683201.1,XP_035539094.1,420.0,
NC_049901.1,7639496,7640797,1,minus,uncharacterized protein LOC108987971,LOC108987971,108987971,protein-coding,XM_018961052.1,XP_018816597.1,344.0,
NC_049901.1,7643202,7643861,1,plus,uncharacterized LOC108988181,LOC108988181,108988181,lncRNA,XR_001995632.2,,,
NC_049901.1,7643610,7647427,1,minus,protein SPIRAL1-like 3,LOC108988180,108988180,protein-coding,XM_018961329.2,XP_018816874.1,108.0,
NC_049901.1,7649048,7653676,1,minus,"putative methylesterase 11, chloroplastic",LOC108988179,108988179,protein-coding,XM_018961328.2,XP_018816873.1,378.0,
NC_049901.1,7657220,7663338,1,plus,uncharacterized protein LOC108988194 isoform X1,LOC108988194,108988194,protein-coding,XM_018961349.2,XP_018816894.1,1013.0,
NC_049901.1,7685463,7693024,1,plus,protein LONGIFOLIA 1-like,LOC108988039,108988039,protein-coding,XM_035692088.1,XP_035547981.1,1053.0,
NC_049901.1,7693241,7694424,1,minus,uncharacterized gene,LOC108987970,108987970,pseudogene,,,,
NC_049901.1,7698109,7703780,1,plus,nuclear transport factor 2-like,LOC108987969,108987969,protein-coding,XM_035692334.1,XP_035548227.1,458.0,
NC_049901.1,7709743,7713646,1,plus,ninja-family protein AFP3-like,LOC108988041,108988041,protein-coding,XM_018961135.2,XP_018816680.1,389.0,
NC_049901.1,7713930,7717899,1,minus,LRR receptor-like serine/threonine-protein kinase RPK2,LOC108988038,108988038,protein-coding,XM_018961132.2,XP_018816677.1,1148.0,
NC_049901.1,7721334,7722946,1,minus,uncharacterized protein LOC108988075,LOC108988075,108988075,protein-coding,XM_018961177.2,XP_018816722.1,310.0,
NC_049901.1,7723960,7727769,1,minus,uncharacterized protein LOC108988054,LOC108988054,108988054,protein-coding,XM_018961152.2,XP_018816697.2,192.0,
NC_049901.1,7730338,7735319,1,plus,serine carboxypeptidase-like 25,LOC108988086,108988086,protein-coding,XM_018961193.2,XP_018816738.1,461.0,
NC_049901.1,7738477,7741555,1,plus,exocyst complex component EXO70E2-like,LOC108988083,108988083,protein-coding,XM_018961187.2,XP_018816732.1,653.0,
NC_049901.1,7743301,7751975,1,minus,protein RIK-like isoform X1,LOC108988084,108988084,protein-coding,XM_018961189.2,XP_018816734.1,610.0,
NC_049901.1,7758915,7766841,1,plus,uncharacterized hydrolase YugF-like isoform X1,LOC108988212,108988212,protein-coding,XM_018961393.2,XP_018816938.1,342.0,
NC_049901.1,7769298,7778204,1,minus,uncharacterized protein LOC108988139 isoform X1,LOC108988139,108988139,protein-coding,XM_018961273.2,XP_018816818.2,1745.0,
NC_049901.1,7797085,7798159,1,plus,uncharacterized gene,LOC108987968,108987968,pseudogene,,,,
NC_049901.1,7805903,7808355,1,plus,UDP-glycosyltransferase 83A1-like,LOC108987962,108987962,protein-coding,XM_035687977.1,XP_035543870.1,370.0,
NC_049901.1,7809516,7812008,1,plus,LOW QUALITY PROTEIN: UDP-glycosyltransferase 83A1-like,LOC108987960,108987960,protein-coding,XM_035687983.1,XP_035543876.1,456.0,
NC_049901.1,7821649,7823881,1,plus,F-box protein At5g39250-like,LOC108987942,108987942,protein-coding,XM_018961020.2,XP_018816565.1,248.0,
NC_049901.1,7833814,7851631,1,plus,sister chromatid cohesion protein SCC2,LOC108988147,108988147,protein-coding,XM_018961283.2,XP_018816828.1,1817.0,
NC_049901.1,7852694,7856576,1,minus,"biotin carboxyl carrier protein of acetyl-CoA carboxylase 2, chloroplastic-like",LOC108988222,108988222,protein-coding,XM_018961406.2,XP_018816951.1,270.0,
NC_049901.1,7859124,7861097,1,minus,protein PLANT CADMIUM RESISTANCE 9-like,LOC108988047,108988047,protein-coding,XM_018961142.2,XP_018816687.1,161.0,
NC_049901.1,7862352,7873064,1,minus,"probable mitochondrial-processing peptidase subunit beta, mitochondrial",LOC108988159,108988159,protein-coding,XM_018961304.2,XP_018816849.1,529.0,
NC_049901.1,7873518,7875852,1,plus,40S ribosomal protein S19-3,LOC108988231,108988231,protein-coding,XM_018961432.2,XP_018816977.1,143.0,
NC_049901.1,7881476,7885749,1,minus,protein WVD2-like 4 isoform X1,LOC108987944,108987944,protein-coding,XM_018961023.2,XP_018816568.1,514.0,
NC_049901.1,7887827,7890558,1,plus,UDP-glucose 6-dehydrogenase 1,LOC108988033,108988033,protein-coding,XM_018961128.2,XP_018816673.1,480.0,
NC_049901.1,7891399,7896258,1,plus,uncharacterized protein LOC108988035,LOC108988035,108988035,protein-coding,XM_018961130.2,XP_018816675.1,470.0,
NC_049901.1,7896863,7903845,1,plus,uncharacterized protein LOC108987967,LOC108987967,108987967,protein-coding,XM_035689466.1,XP_035545359.1,151.0,
NC_049901.1,7906211,7909009,1,plus,UDP-glucose 6-dehydrogenase 1-like,LOC108988034,108988034,protein-coding,XM_018961129.2,XP_018816674.1,480.0,
NC_049901.1,7910907,7912107,1,plus,uncharacterized protein LOC108987966,LOC108987966,108987966,protein-coding,XM_018961049.1,XP_018816594.1,235.0,
NC_049901.1,7914264,7915985,1,plus,uncharacterized protein LOC108987965,LOC108987965,108987965,protein-coding,XM_018961048.1,XP_018816593.1,573.0,
NC_049901.1,7917611,7926419,1,minus,"alpha-1,4 glucan phosphorylase L isozyme, chloroplastic/amyloplastic",LOC108988119,108988119,protein-coding,XM_018961243.2,XP_018816788.1,990.0,
NC_049901.1,7936698,7938299,1,plus,"BAG family molecular chaperone regulator 8, chloroplastic-like",LOC108988061,108988061,protein-coding,XM_018961161.2,XP_018816706.1,400.0,
NC_049901.1,7938780,7941310,1,plus,pentatricopeptide repeat-containing protein At5g39350-like,LOC108987925,108987925,protein-coding,XM_018960991.2,XP_018816536.1,677.0,
NC_049901.1,7947221,7953633,1,plus,probable galacturonosyltransferase 14 isoform X1,LOC108988184,108988184,protein-coding,XM_018961333.2,XP_018816878.1,533.0,
NC_049901.1,7955291,7958211,1,plus,membrane-anchored ubiquitin-fold protein 1-like,LOC108988240,108988240,protein-coding,XM_018961451.2,XP_018816996.1,117.0,
NC_049901.1,7960223,7966723,1,plus,"chaperone protein ClpB3, chloroplastic-like",LOC108988124,108988124,protein-coding,XM_018961254.2,XP_018816799.2,982.0,
NC_049901.1,7966895,7970207,1,plus,uncharacterized protein LOC108988125 isoform X1,LOC108988125,108988125,protein-coding,XM_018961255.1,XP_018816800.1,178.0,
NC_049901.1,7970718,7974094,1,minus,EID1-like F-box protein 2 isoform X1,LOC108988203,108988203,protein-coding,XM_018961373.2,XP_018816918.1,278.0,
NC_049901.1,7976201,7979983,1,minus,uncharacterized protein LOC108988230,LOC108988230,108988230,protein-coding,XM_018961430.2,XP_018816975.2,526.0,
NC_049901.1,7985983,7989246,1,minus,uncharacterized protein LOC108988248 isoform X1,LOC108988248,108988248,protein-coding,XM_018961456.2,XP_018817001.2,267.0,
NC_049901.1,8016966,8021783,1,plus,cyclic nucleotide-gated ion channel 2 isoform X1,LOC108987412,108987412,protein-coding,XM_018960321.2,XP_018815866.1,719.0,
NC_049901.1,8023222,8030211,1,plus,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1",LOC108987413,108987413,protein-coding,XM_018960324.2,XP_018815869.1,415.0,
NC_049901.1,8031478,8043984,1,plus,probable ubiquitin conjugation factor E4,LOC108987398,108987398,protein-coding,XM_018960303.2,XP_018815848.1,1042.0,
NC_049901.1,8044241,8048298,1,minus,tRNA (guanosine(18)-2'-O)-methyltransferase,LOC108987399,108987399,protein-coding,XM_018960304.2,XP_018815849.2,374.0,
NC_049901.1,8051490,8051608,1,plus,uncharacterized gene,LOC118344345,118344345,pseudogene,,,,
NC_049901.1,8052132,8054008,1,plus,glutathione S-transferase T2-like,LOC108987379,108987379,protein-coding,XM_018960281.1,XP_018815826.1,191.0,
NC_049901.1,8055677,8057113,1,plus,protein FAR-RED IMPAIRED RESPONSE 1-like,LOC108987380,108987380,protein-coding,XM_018960282.2,XP_018815827.2,323.0,
NC_049901.1,8060499,8063758,1,minus,probable mitochondrial saccharopine dehydrogenase-like oxidoreductase At5g39410,LOC108987416,108987416,protein-coding,XM_018960327.2,XP_018815872.2,452.0,
NC_049901.1,8069280,8071670,1,minus,"pentatricopeptide repeat-containing protein At2g03380, mitochondrial",LOC108987374,108987374,protein-coding,XM_035689495.1,XP_035545388.1,796.0,
NC_049901.1,8073471,8075591,1,minus,uncharacterized protein LOC118348072,LOC118348072,118348072,protein-coding,XM_035689009.1,XP_035544902.1,445.0,
NC_049901.1,8084474,8087365,1,plus,F-box protein At5g07670-like,LOC108987419,108987419,protein-coding,XM_018960335.2,XP_018815880.1,445.0,
NC_049901.1,8087031,8109236,1,plus,uncharacterized gene,LOC108987381,108987381,pseudogene,,,,
NC_049901.1,8109401,8112028,1,minus,"NADPH-dependent aldo-keto reductase, chloroplastic-like",LOC108987382,108987382,protein-coding,XM_035683422.1,XP_035539315.1,315.0,
NC_049901.1,8112649,8113683,1,plus,uncharacterized protein LOC109020923,LOC109020923,109020923,protein-coding,XM_019003454.2,XP_018858999.2,190.0,
NC_049901.1,8118184,8119433,1,minus,probable aquaporin TIP5-1,LOC108987401,108987401,protein-coding,XM_018960308.2,XP_018815853.1,264.0,
NC_049901.1,8123081,8128188,1,plus,GDP-mannose transporter GONST3 isoform X1,LOC108987400,108987400,protein-coding,XM_018960306.2,XP_018815851.1,383.0,
NC_049901.1,8128491,8129364,1,minus,"dynein light chain, cytoplasmic-like",LOC108987403,108987403,protein-coding,XM_018960309.2,XP_018815854.1,159.0,
NC_049901.1,8133878,8139684,1,plus,luc7-like protein 3,LOC108987409,108987409,protein-coding,XM_018960318.2,XP_018815863.1,352.0,
NC_049901.1,8141710,8153539,1,minus,conserved oligomeric Golgi complex subunit 7,LOC108987411,108987411,protein-coding,XM_018960319.2,XP_018815864.1,839.0,
NC_049901.1,8164968,8168383,1,plus,putative glycerol-3-phosphate transporter 1,LOC108987396,108987396,protein-coding,XM_018960301.2,XP_018815846.1,517.0,
NC_049901.1,8171253,8178401,1,minus,short transmembrane mitochondrial protein 1,LOC108987397,108987397,protein-coding,XM_035692715.1,XP_035548608.1,57.0,
NC_049901.1,8179909,8187786,1,plus,E3 ubiquitin protein ligase RIN2-like,LOC108987395,108987395,protein-coding,XM_018960299.2,XP_018815844.1,587.0,
NC_049901.1,8199206,8204837,1,plus,8-amino-7-oxononanoate synthase,LOC108987426,108987426,protein-coding,XM_018960346.2,XP_018815891.1,490.0,
NC_049901.1,8212537,8217361,1,minus,protein DYAD,LOC108987387,108987387,protein-coding,XM_018960285.2,XP_018815830.2,794.0,
NC_049901.1,8225541,8228808,1,plus,BAG family molecular chaperone regulator 7-like,LOC108987414,108987414,protein-coding,XM_018960325.2,XP_018815870.1,425.0,
NC_049901.1,8233772,8240004,1,plus,trehalose-phosphate phosphatase A-like,LOC108987417,108987417,protein-coding,XM_018960328.2,XP_018815873.1,418.0,
NC_049901.1,8241127,8245471,1,plus,WD repeat-containing protein 55 isoform X1,LOC108987423,108987423,protein-coding,XM_018960340.2,XP_018815885.1,350.0,
NC_049901.1,8250467,8255743,1,plus,"acid beta-fructofuranosidase 1, vacuolar-like",LOC108987422,108987422,protein-coding,XM_018960339.2,XP_018815884.1,655.0,
NC_049901.1,8262945,8267699,1,plus,monocopper oxidase-like protein SKS1,LOC108987372,108987372,protein-coding,XM_018960273.2,XP_018815818.1,593.0,
NC_049901.1,8273076,8277772,1,minus,NAC domain-containing protein 7-like,LOC108987378,108987378,protein-coding,XM_018960280.2,XP_018815825.1,363.0,
NC_049901.1,8288332,8297425,1,plus,pentatricopeptide repeat-containing protein At5g62370,LOC108987388,108987388,protein-coding,XM_018960288.2,XP_018815833.1,987.0,
NC_049901.1,8299441,8300712,1,minus,21 kDa protein,LOC108987393,108987393,protein-coding,XM_018960297.2,XP_018815842.1,200.0,
NC_049901.1,8314261,8314893,1,plus,pectinesterase inhibitor 4-like,LOC108987391,108987391,protein-coding,XM_018960296.2,XP_018815841.1,210.0,
NC_049901.1,8316572,8317159,1,plus,pectinesterase inhibitor 4-like,LOC108987383,108987383,protein-coding,XM_018960284.1,XP_018815829.1,195.0,
NC_049901.1,8319350,8320350,1,minus,21 kDa protein-like,LOC108987394,108987394,protein-coding,XM_018960298.2,XP_018815843.1,192.0,
NC_049901.1,8323558,8325739,1,minus,"pentatricopeptide repeat-containing protein At4g25270, chloroplastic",LOC108987389,108987389,protein-coding,XM_018960289.2,XP_018815834.1,525.0,
NC_049901.1,8326117,8335602,1,minus,UMP-CMP kinase isoform X1,LOC108987390,108987390,protein-coding,XM_018960290.2,XP_018815835.1,241.0,
NC_049901.1,8338052,8340027,1,plus,protein ODORANT1,LOC108987421,108987421,protein-coding,XM_018960338.2,XP_018815883.1,266.0,
NC_049901.1,8342518,8352863,1,minus,probable serine/threonine protein kinase IRE isoform X1,LOC108987420,108987420,protein-coding,XM_018960337.2,XP_018815882.1,1208.0,
NC_049901.1,8353886,8355056,1,minus,uncharacterized gene,LOC108987384,108987384,pseudogene,,,,
NC_049901.1,8366379,8367875,1,minus,protein EXORDIUM-like 3,LOC108987415,108987415,protein-coding,XM_018960326.2,XP_018815871.1,364.0,
NC_049901.1,8379270,8381568,1,minus,40S ribosomal protein S20-2,LOC108987408,108987408,protein-coding,XM_018960315.2,XP_018815860.1,122.0,
NC_049901.1,8382837,8387004,1,minus,chloride conductance regulatory protein ICln isoform X1,LOC108987406,108987406,protein-coding,XM_018960312.2,XP_018815857.1,229.0,
NC_049901.1,8388969,8390709,1,minus,40S ribosomal protein S13-like,LOC108987407,108987407,protein-coding,XM_018960314.2,XP_018815859.1,151.0,
NC_049901.1,8399072,8403082,1,plus,probable leucine-rich repeat receptor-like protein kinase At5g63930,LOC108987404,108987404,protein-coding,XM_018960310.2,XP_018815855.1,681.0,
NC_049901.1,8410435,8416363,1,plus,hypersensitive-induced response protein 4,LOC108987405,108987405,protein-coding,XM_018960311.2,XP_018815856.1,291.0,
NC_049901.1,8425854,8428713,1,minus,uncharacterized protein LOC108987373,LOC108987373,108987373,protein-coding,XM_018960274.2,XP_018815819.2,778.0,
NC_049901.1,8435973,8441527,1,plus,uncharacterized protein LOC108987375,LOC108987375,108987375,protein-coding,XM_018960276.2,XP_018815821.1,147.0,
NC_049901.1,8445802,8448151,1,plus,proteoglycan 4-like,LOC108987425,108987425,protein-coding,XM_018960342.2,XP_018815887.2,699.0,
NC_049901.1,8450884,8452792,1,minus,protein PSK SIMULATOR 1-like,LOC108987376,108987376,protein-coding,XM_018960277.2,XP_018815822.1,469.0,
NC_049901.1,8462144,8475986,1,minus,uncharacterized gene,LOC108987377,108987377,pseudogene,,,,
NC_049901.1,8491653,8495382,1,plus,protein trichome birefringence-like 18,LOC108998641,108998641,protein-coding,XM_035695565.1,XP_035551458.1,636.0,
NC_049901.1,8498707,8502210,1,plus,protein FAR1-RELATED SEQUENCE 5-like,LOC108995937,108995937,protein-coding,XM_035689522.1,XP_035545415.1,786.0,
NC_049901.1,8506408,8512389,1,plus,65-kDa microtubule-associated protein 3-like,LOC108998603,108998603,protein-coding,XM_018975192.2,XP_018830737.1,735.0,
NC_049901.1,8513387,8518507,1,plus,AT-hook motif nuclear-localized protein 6-like,LOC108998605,108998605,protein-coding,XM_018975198.2,XP_018830743.1,337.0,
NC_049901.1,8519596,8521203,1,plus,uncharacterized protein LOC108998640,LOC108998640,108998640,protein-coding,XM_018975260.2,XP_018830805.1,316.0,
NC_049901.1,8521194,8524325,1,minus,probable aminotransferase ACS12,LOC108998639,108998639,protein-coding,XM_018975259.2,XP_018830804.1,532.0,
NC_049901.1,8529204,8531588,1,plus,uncharacterized protein LOC108998544 isoform X1,LOC108998544,108998544,protein-coding,XM_018975110.2,XP_018830655.1,157.0,
NC_049901.1,8533533,8541166,1,minus,LRR receptor-like serine/threonine-protein kinase ERL1,LOC108998664,108998664,protein-coding,XM_018975309.2,XP_018830854.1,987.0,
NC_049901.1,8552469,8556646,1,minus,cysteine and histidine-rich domain-containing protein RAR1,LOC108998661,108998661,protein-coding,XM_018975307.2,XP_018830852.1,229.0,
NC_049901.1,8557653,8569445,1,minus,K(+) efflux antiporter 5 isoform X1,LOC108998638,108998638,protein-coding,XM_018975253.2,XP_018830798.1,567.0,
NC_049901.1,8574248,8578470,1,plus,CDGSH iron-sulfur domain-containing protein NEET,LOC108998583,108998583,protein-coding,XM_018975161.2,XP_018830706.1,123.0,
NC_049901.1,8592498,8594836,1,plus,xyloglucan galactosyltransferase XLT2,LOC108998582,108998582,protein-coding,XM_018975159.2,XP_018830704.1,568.0,
NC_049901.1,8601632,8603044,1,plus,uncharacterized protein LOC118348263,LOC118348263,118348263,protein-coding,XM_035689529.1,XP_035545422.1,470.0,
NC_049901.1,8606708,8608256,1,plus,embryo-specific protein ATS3B,LOC108998669,108998669,protein-coding,XM_018975319.2,XP_018830864.1,183.0,
NC_049901.1,8610882,8617830,1,plus,DEAD-box ATP-dependent RNA helicase 7-like,LOC108998595,108998595,protein-coding,XM_018975179.2,XP_018830724.1,705.0,
NC_049901.1,8616696,8616814,1,plus,uncharacterized gene,LOC118344334,118344334,pseudogene,,,,
NC_049901.1,8625003,8626290,1,plus,uncharacterized LOC108998538,LOC108998538,108998538,lncRNA,XR_004798065.1,,,
NC_049901.1,8629712,8633624,1,plus,uncharacterized protein LOC108998648,LOC108998648,108998648,protein-coding,XM_018975274.2,XP_018830819.1,447.0,
NC_049901.1,8634118,8636602,1,plus,pentatricopeptide repeat-containing protein At5g66520-like,LOC108998509,108998509,protein-coding,XM_035688344.1,XP_035544237.1,559.0,
NC_049901.1,8660552,8663355,1,plus,subtilisin-like protease SBT1.3,LOC108998610,108998610,protein-coding,XM_018975208.2,XP_018830753.1,775.0,
NC_049901.1,8671458,8674393,1,plus,receptor-like serine/threonine-protein kinase At4g25390,LOC108998650,108998650,protein-coding,XM_018975276.2,XP_018830821.2,665.0,
NC_049901.1,8678290,8679821,1,minus,transcription factor bHLH36-like,LOC108998513,108998513,protein-coding,XM_018975074.2,XP_018830619.1,242.0,
NC_049901.1,8693003,8693467,1,plus,uncharacterized mitochondrial protein AtMg00810-like,LOC108998532,108998532,protein-coding,XM_018975099.1,XP_018830644.1,154.0,
NC_049901.1,8700560,8701702,1,plus,transcription factor bHLH118-like,LOC108998547,108998547,protein-coding,XM_018975115.2,XP_018830660.1,240.0,
NC_049901.1,8713092,8714355,1,plus,transcription factor bHLH36-like,LOC108998548,108998548,protein-coding,XM_018975116.2,XP_018830661.1,211.0,
NC_049901.1,8719480,8721130,1,plus,PTI1-like tyrosine-protein kinase At3g15890,LOC108998531,108998531,protein-coding,XM_018975098.1,XP_018830643.1,370.0,
NC_049901.1,8759741,8763363,1,plus,uncharacterized protein LOC108998530,LOC108998530,108998530,protein-coding,XM_018975097.2,XP_018830642.1,976.0,
NC_049901.1,8770594,8772105,1,plus,carboxylesterase 1-like,LOC108998662,108998662,protein-coding,XM_018975308.2,XP_018830853.2,333.0,
NC_049901.1,8772436,8773702,1,plus,carboxylesterase 1-like,LOC108998505,108998505,protein-coding,XM_018975066.2,XP_018830611.1,321.0,
NC_049901.1,8787318,8789247,1,minus,gibberellin 20 oxidase 1,LOC108998668,108998668,protein-coding,XM_018975318.2,XP_018830863.1,381.0,
NC_049901.1,8795823,8806799,1,minus,"phosphoglucomutase, chloroplastic",LOC108998598,108998598,protein-coding,XM_035692603.1,XP_035548496.1,639.0,
NC_049901.1,8815212,8822352,1,plus,agamous-like MADS-box protein MADS3 isoform X1,LOC108998622,108998622,protein-coding,XM_018975224.2,XP_018830769.1,247.0,
NC_049901.1,8825817,8829710,1,plus,probable fructokinase-7,LOC108998652,108998652,protein-coding,XM_018975283.2,XP_018830828.1,346.0,
NC_049901.1,8830233,8835321,1,plus,uncharacterized protein LOC108998659,LOC108998659,108998659,protein-coding,XM_018975304.2,XP_018830849.1,245.0,
NC_049901.1,8847428,8850621,1,minus,uncharacterized protein LOC108998503,LOC108998503,108998503,protein-coding,XM_018975064.2,XP_018830609.1,716.0,
NC_049901.1,8855735,8881405,1,minus,MADS-box protein AGL42-like,LOC108998644,108998644,protein-coding,XM_018975268.2,XP_018830813.1,207.0,
NC_049901.1,8893108,8897207,1,plus,uncharacterized protein LOC108998660,LOC108998660,108998660,protein-coding,XM_018975305.2,XP_018830850.1,244.0,
NC_049901.1,8902090,8907174,1,plus,pentatricopeptide repeat-containing protein At4g38010,LOC108998667,108998667,protein-coding,XM_018975313.2,XP_018830858.1,594.0,
NC_049901.1,8908086,8910418,1,minus,molybdenum cofactor sulfurase,LOC108998656,108998656,protein-coding,XM_035683604.1,XP_035539497.1,640.0,
NC_049901.1,8919614,8923001,1,minus,protein HOTHEAD-like,LOC108998512,108998512,protein-coding,XM_018975073.2,XP_018830618.1,576.0,
NC_049901.1,8926041,8926364,1,minus,uncharacterized protein LOC108998528,LOC108998528,108998528,protein-coding,XM_018975096.1,XP_018830641.1,107.0,
NC_049901.1,8935724,8938571,1,plus,"pentatricopeptide repeat-containing protein At2g22410, mitochondrial-like",LOC108998508,108998508,protein-coding,XM_018975068.2,XP_018830613.1,619.0,
NC_049901.1,8938974,8941892,1,minus,L-idonate 5-dehydrogenase-like,LOC108998560,108998560,protein-coding,XM_018975124.2,XP_018830669.1,364.0,
NC_049901.1,8943993,8947618,1,plus,sorbitol dehydrogenase,LOC108998559,108998559,protein-coding,XM_018975123.2,XP_018830668.1,367.0,
NC_049901.1,8948011,8953591,1,minus,zinc finger CCCH domain-containing protein 48-like,LOC108998558,108998558,protein-coding,XM_018975122.2,XP_018830667.1,426.0,
NC_049901.1,8955028,8955497,1,minus,uncharacterized gene,LOC108998561,108998561,pseudogene,,,,
NC_049901.1,8959931,8960058,1,plus,small nucleolar RNA snoR80,LOC118344344,118344344,snoRNA,XR_004798116.1,,,
NC_049901.1,8967082,8971785,1,plus,post-GPI attachment to proteins factor 3-like,LOC108998584,108998584,protein-coding,XM_018975162.2,XP_018830707.1,342.0,
NC_049901.1,8972346,8973567,1,minus,dehydration-responsive element-binding protein 1D,LOC108998585,108998585,protein-coding,XM_035689005.1,XP_035544898.1,212.0,
NC_049901.1,8981501,8982751,1,minus,ethylene-responsive transcription factor ERF027-like,LOC108998614,108998614,protein-coding,XM_018975216.2,XP_018830761.1,242.0,
NC_049901.1,8984528,8992572,1,plus,traB domain-containing protein isoform X2,LOC108998613,108998613,protein-coding,XM_018975213.2,XP_018830758.1,379.0,
NC_049901.1,8994885,9001484,1,plus,two-component response regulator ORR21-like isoform X2,LOC108998612,108998612,protein-coding,XM_018975211.1,XP_018830756.1,739.0,
NC_049901.1,9011101,9015820,1,plus,serine/arginine-rich splicing factor RS40-like isoform X1,LOC108998594,108998594,protein-coding,XM_018975176.2,XP_018830721.2,433.0,
NC_049901.1,9039617,9041485,1,plus,protein DETOXIFICATION 49-like,LOC108998511,108998511,protein-coding,XM_035694789.1,XP_035550682.1,555.0,
NC_049901.1,9068324,9070887,1,minus,BAG family molecular chaperone regulator 1-like,LOC108998611,108998611,protein-coding,XM_018975210.2,XP_018830755.1,351.0,
NC_049901.1,9078622,9082230,1,minus,uncharacterized LOC108998550,LOC108998550,108998550,lncRNA,XR_004802570.1,,,
NC_049901.1,9091324,9099182,1,plus,probable transcriptional regulator SLK2 isoform X1,LOC108998579,108998579,protein-coding,XM_018975149.2,XP_018830694.1,870.0,
NC_049901.1,9101204,9103149,1,plus,uncharacterized gene,LOC108998537,108998537,pseudogene,,,,
NC_049901.1,9103926,9108250,1,minus,F-box protein At4g00755-like isoform X1,LOC108998608,108998608,protein-coding,XM_018975201.2,XP_018830746.1,357.0,
NC_049901.1,9112455,9115178,1,minus,F-box protein PP2-A13-like,LOC108998534,108998534,protein-coding,XM_018975101.2,XP_018830646.1,290.0,
NC_049901.1,9137449,9156730,1,plus,probable methyltransferase PMT16 isoform X3,LOC108998626,108998626,protein-coding,XM_018975232.2,XP_018830777.2,442.0,
NC_049901.1,9149143,9149944,1,plus,stamen-specific protein FIL1-like,LOC108998628,108998628,protein-coding,XM_018975235.2,XP_018830780.1,100.0,
NC_049901.1,9159302,9163469,1,plus,protein IQ-DOMAIN 14-like,LOC108998636,108998636,protein-coding,XM_018975251.2,XP_018830796.1,470.0,
NC_049901.1,9165235,9166210,1,minus,putative non-specific lipid-transfer protein 14,LOC108998672,108998672,protein-coding,XM_018975323.2,XP_018830868.1,123.0,
NC_049901.1,9166789,9170193,1,minus,RHOMBOID-like protein 2,LOC108998671,108998671,protein-coding,XM_018975322.2,XP_018830867.1,345.0,
NC_049901.1,9182608,9189129,1,plus,homeobox-leucine zipper protein ROC5 isoform X1,LOC108998658,108998658,protein-coding,XM_018975295.2,XP_018830840.1,813.0,
NC_049901.1,9196245,9201686,1,plus,E3 ubiquitin-protein ligase XBAT33-like,LOC108998637,108998637,protein-coding,XM_018975252.2,XP_018830797.1,512.0,
NC_049901.1,9213539,9214759,1,minus,CEN-like protein 1,LOC108998549,108998549,protein-coding,XM_018975117.2,XP_018830662.1,173.0,
NC_049901.1,9220150,9227305,1,minus,elongation factor Tu-like,LOC108998527,108998527,protein-coding,XM_035689546.1,XP_035545439.1,224.0,
NC_049901.1,9223804,9223941,1,minus,small nucleolar RNA Z247,LOC118344305,118344305,snoRNA,XR_004798081.1,,,
NC_049901.1,9235004,9239184,1,plus,leucine-rich repeat receptor protein kinase EMS1-like,LOC108998504,108998504,protein-coding,XM_018975065.2,XP_018830610.2,1295.0,
NC_049901.1,9246038,9247723,1,minus,heat stress transcription factor B-2b-like,LOC108998591,108998591,protein-coding,XM_018975172.2,XP_018830717.1,300.0,
NC_049901.1,9253606,9255368,1,minus,uncharacterized protein LOC108998590,LOC108998590,108998590,protein-coding,XM_018975171.2,XP_018830716.1,467.0,
NC_049901.1,9264524,9266074,1,minus,uncharacterized protein LOC108998592,LOC108998592,108998592,protein-coding,XM_018975174.2,XP_018830719.1,124.0,
NC_049901.1,9276637,9277332,1,minus,3-hexulose-6-phosphate isomerase,LOC108998526,108998526,protein-coding,XM_035694890.1,XP_035550783.1,194.0,
NC_049901.1,9278634,9284342,1,minus,protein phosphatase inhibitor 2 isoform X1,LOC108998655,108998655,protein-coding,XM_018975286.2,XP_018830831.1,217.0,
NC_049901.1,9286400,9297660,1,plus,ADP-ribosylation factor-related protein 1,LOC108998666,108998666,protein-coding,XM_018975311.2,XP_018830856.1,205.0,
