Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049901.1,2288066,2290425,1,minus,uncharacterized protein LOC109006309,LOC109006309,109006309,protein-coding,XM_018985543.2,XP_018841088.1,326.0,
NC_049901.1,2293879,2298271,1,plus,transmembrane protein 230,LOC109006308,109006308,protein-coding,XM_018985539.2,XP_018841084.1,118.0,
NC_049901.1,2299192,2305911,1,plus,SNF1-related protein kinase catalytic subunit alpha KIN10-like isoform X1,LOC109006307,109006307,protein-coding,XM_018985531.2,XP_018841076.1,505.0,
NC_049901.1,2312725,2313930,1,minus,ethylene-responsive transcription factor ERN1-like,LOC109006231,109006231,protein-coding,XM_018985441.2,XP_018840986.1,401.0,
NC_049901.1,2321750,2322178,1,plus,uncharacterized mitochondrial protein AtMg00240-like,LOC109006215,109006215,protein-coding,XM_018985425.1,XP_018840970.1,142.0,
NC_049901.1,2324318,2325335,1,minus,uncharacterized LOC109006304,LOC109006304,109006304,lncRNA,XR_001998635.2,,,
NC_049901.1,2331131,2332118,1,minus,"uncharacterized LOC109006301, transcript variant X2",LOC109006301,109006301,lncRNA,XR_001998631.2,,,
NC_049901.1,2335469,2336359,1,minus,uncharacterized LOC109006303,LOC109006303,109006303,lncRNA,XR_001998634.2,,,
NC_049901.1,2355220,2356082,1,minus,uncharacterized LOC109006305,LOC109006305,109006305,lncRNA,XR_001998636.2,,,
NC_049901.1,2361577,2362910,1,minus,uncharacterized LOC109006302,LOC109006302,109006302,lncRNA,XR_001998633.2,,,
NC_049901.1,2391456,2392467,1,minus,uncharacterized LOC108984105,LOC108984105,108984105,lncRNA,XR_004797810.1,,,
NC_049901.1,2406665,2408646,1,minus,uncharacterized LOC108984104,LOC108984104,108984104,lncRNA,XR_001994969.2,,,
NC_049901.1,2414549,2414627,1,minus,small nucleolar RNA snoR104,LOC118344340,118344340,snoRNA,XR_004798113.1,,,
NC_049901.1,2418820,2420078,1,minus,uncharacterized LOC108984103,LOC108984103,108984103,lncRNA,XR_001994968.2,,,
NC_049901.1,2421984,2425119,1,minus,uncharacterized protein LOC108984101,LOC108984101,108984101,protein-coding,XM_035684436.1,XP_035540329.1,251.0,
NC_049901.1,2430400,2431744,1,minus,uncharacterized LOC108984102,LOC108984102,108984102,lncRNA,XR_001994967.2,,,
NC_049901.1,2444440,2445654,1,minus,uncharacterized LOC118347904,LOC118347904,118347904,lncRNA,XR_004801062.1,,,
NC_049901.1,2463337,2464353,1,minus,uncharacterized LOC109020533,LOC109020533,109020533,lncRNA,XR_002000950.2,,,
NC_049901.1,2469864,2470874,1,minus,uncharacterized LOC109020534,LOC109020534,109020534,lncRNA,XR_002000951.2,,,
NC_049901.1,2478274,2479300,1,minus,uncharacterized LOC109020535,LOC109020535,109020535,lncRNA,XR_002000952.2,,,
NC_049901.1,2480748,2494110,1,minus,CSC1-like protein HYP1 isoform X1,LOC109006352,109006352,protein-coding,XM_035689395.1,XP_035545288.1,719.0,
NC_049901.1,2494996,2501074,1,plus,ARF guanine-nucleotide exchange factor GNOM-like,LOC109006351,109006351,protein-coding,XM_018985610.2,XP_018841155.1,1464.0,
NC_049901.1,2502115,2506207,1,plus,vesicle transport v-SNARE 13-like,LOC109006350,109006350,protein-coding,XM_018985608.2,XP_018841153.1,221.0,
NC_049901.1,2506666,2508829,1,plus,"pentatricopeptide repeat-containing protein At5g15340, mitochondrial",LOC109006349,109006349,protein-coding,XM_018985607.2,XP_018841152.1,633.0,
NC_049901.1,2509023,2509095,1,plus,tRNA-Ala,TRNAA-UGC,109006354,tRNA,,,,
NC_049901.1,2509434,2512602,1,minus,pectinesterase 31,LOC109006347,109006347,protein-coding,XM_018985604.2,XP_018841149.1,317.0,
NC_049901.1,2520413,2523003,1,plus,uncharacterized protein At5g39570-like,LOC118348972,118348972,protein-coding,XM_035691619.1,XP_035547512.1,427.0,
NC_049901.1,2530698,2533251,1,plus,uncharacterized protein At5g39570-like,LOC109011870,109011870,protein-coding,XM_018993225.2,XP_018848770.1,427.0,
NC_049901.1,2534147,2538650,1,minus,transmembrane emp24 domain-containing protein p24delta7-like,LOC109011872,109011872,protein-coding,XM_018993227.2,XP_018848772.2,218.0,
NC_049901.1,2544811,2549290,1,plus,phosphate transporter PHO1 homolog 9-like isoform X1,LOC109011869,109011869,protein-coding,XM_035692540.1,XP_035548433.1,779.0,
NC_049901.1,2549621,2553427,1,minus,SPX domain-containing protein 4-like,LOC109011871,109011871,protein-coding,XM_018993226.2,XP_018848771.1,316.0,
NC_049901.1,2554752,2560952,1,minus,"cystathionine gamma-synthase 1, chloroplastic-like",LOC109011873,109011873,protein-coding,XM_035691861.1,XP_035547754.1,548.0,
NC_049901.1,2562238,2562513,1,plus,uncharacterized LOC109011874,LOC109011874,109011874,lncRNA,XR_004801929.1,,,
NC_049901.1,2579620,2582466,1,minus,transcription factor MYB16-like,LOC108980475,108980475,protein-coding,XM_035684174.1,XP_035540067.1,396.0,
NC_049901.1,2595633,2597553,1,minus,NAC domain-containing protein 100-like isoform X1,LOC109020336,109020336,protein-coding,XM_019002778.2,XP_018858323.1,349.0,
NC_049901.1,2603834,2612157,1,minus,uncharacterized gene,LOC109020338,109020338,pseudogene,,,,
NC_049901.1,2613601,2614626,1,plus,uncharacterized protein LOC108990459,LOC108990459,108990459,protein-coding,XM_018964425.2,XP_018819970.1,53.0,
NC_049901.1,2624627,2628195,1,minus,RNA-binding KH domain-containing protein RCF3-like isoform X1,LOC118343693,118343693,protein-coding,XM_035692799.1,XP_035548692.1,323.0,
NC_049901.1,2632324,2640335,1,plus,uncharacterized protein LOC118344265,LOC118344265,118344265,protein-coding,XM_035684510.1,XP_035540403.1,1141.0,
NC_049901.1,2640604,2645215,1,plus,uncharacterized gene,LOC108992804,108992804,pseudogene,,,,
NC_049901.1,2647943,2652365,1,plus,beta-glucuronosyltransferase GlcAT14B-like,LOC108992872,108992872,protein-coding,XM_018967579.2,XP_018823124.1,428.0,
NC_049901.1,2691199,2693196,1,minus,"AAA-ATPase ASD, mitochondrial-like",LOC108992867,108992867,protein-coding,XM_018967571.2,XP_018823116.1,481.0,
NC_049901.1,2695472,2696964,1,minus,thaumatin-like protein,LOC108992778,108992778,protein-coding,XM_018967422.2,XP_018822967.1,259.0,
NC_049901.1,2698299,2702119,1,plus,serine/threonine-protein kinase D6PK-like,LOC108992873,108992873,protein-coding,XM_018967580.2,XP_018823125.1,537.0,
NC_049901.1,2704519,2708563,1,plus,probable prolyl 4-hydroxylase 7,LOC108992874,108992874,protein-coding,XM_018967581.2,XP_018823126.2,319.0,
NC_049901.1,2709871,2710188,1,plus,uncharacterized protein At1g15400-like,LOC108992788,108992788,protein-coding,XM_018967432.1,XP_018822977.1,105.0,
NC_049901.1,2713895,2718185,1,minus,uncharacterized protein LOC108992879,LOC108992879,108992879,protein-coding,XM_018967586.2,XP_018823131.1,485.0,
NC_049901.1,2726940,2730862,1,minus,putative rRNA methyltransferase YlbH isoform X1,LOC108992881,108992881,protein-coding,XM_018967589.2,XP_018823134.1,312.0,
NC_049901.1,2734621,2737194,1,minus,inactive LRR receptor-like serine/threonine-protein kinase BIR2 isoform X1,LOC108992844,108992844,protein-coding,XM_018967524.2,XP_018823069.1,631.0,
NC_049901.1,2744297,2748857,1,plus,uncharacterized protein LOC108992845 isoform X1,LOC108992845,108992845,protein-coding,XM_018967528.2,XP_018823073.2,600.0,
NC_049901.1,2749687,2750637,1,plus,uncharacterized protein LOC108992803,LOC108992803,108992803,protein-coding,XM_018967449.2,XP_018822994.2,206.0,
NC_049901.1,2753175,2755895,1,plus,uncharacterized gene,LOC108992768,108992768,pseudogene,,,,
NC_049901.1,2772939,2778732,1,plus,ABC transporter B family member 15-like,LOC108992826,108992826,protein-coding,XM_018967486.2,XP_018823031.2,1253.0,
NC_049901.1,2780950,2790861,1,plus,paired amphipathic helix protein Sin3-like 2 isoform X1,LOC108992825,108992825,protein-coding,XM_018967481.2,XP_018823026.2,1398.0,
NC_049901.1,2794040,2795354,1,plus,probable galacturonosyltransferase-like 10,LOC108992772,108992772,protein-coding,XM_018967411.2,XP_018822956.1,362.0,
NC_049901.1,2796174,2798798,1,minus,uncharacterized protein LOC108992852,LOC108992852,108992852,protein-coding,XM_018967537.2,XP_018823082.1,362.0,
NC_049901.1,2798827,2802574,1,minus,E2F transcription factor-like E2FF,LOC108992853,108992853,protein-coding,XM_018967539.2,XP_018823084.1,338.0,
NC_049901.1,2808747,2817370,1,plus,alpha-mannosidase 2,LOC108992841,108992841,protein-coding,XM_018967515.2,XP_018823060.1,1160.0,
NC_049901.1,2817705,2822729,1,minus,mannose-1-phosphate guanyltransferase alpha-like,LOC108992887,108992887,protein-coding,XM_018967596.2,XP_018823141.1,415.0,
NC_049901.1,2823580,2826968,1,minus,zinc transporter 5,LOC108992862,108992862,protein-coding,XM_018967560.2,XP_018823105.2,937.0,
NC_049901.1,2829378,2833776,1,plus,protein NRT1/ PTR FAMILY 5.9-like,LOC109008827,109008827,protein-coding,XM_035694548.1,XP_035550441.1,552.0,
NC_049901.1,2835698,2837179,1,minus,uncharacterized protein LOC108992890,LOC108992890,108992890,protein-coding,XM_018967605.2,XP_018823150.1,333.0,
NC_049901.1,2841489,2844973,1,minus,"UPF0051 protein ABCI8, chloroplastic-like",LOC108992875,108992875,protein-coding,XM_018967582.2,XP_018823127.1,568.0,
NC_049901.1,2845855,2846402,1,plus,probable WRKY transcription factor 41,LOC108992790,108992790,protein-coding,XM_018967434.1,XP_018822979.1,104.0,
NC_049901.1,2849049,2855951,1,plus,"CRM-domain containing factor CFM2, chloroplastic isoform X1",LOC108992861,108992861,protein-coding,XM_018967557.2,XP_018823102.2,1052.0,
NC_049901.1,2862876,2867198,1,plus,"ferredoxin-thioredoxin reductase catalytic chain, chloroplastic",LOC108992882,108992882,protein-coding,XM_018967592.2,XP_018823137.1,148.0,
NC_049901.1,2868375,2869329,1,minus,zinc finger AN1 domain-containing stress-associated protein 12-like,LOC108992776,108992776,protein-coding,XM_018967419.2,XP_018822964.1,185.0,
NC_049901.1,2874272,2874973,1,minus,zinc finger AN1 domain-containing stress-associated protein 12-like isoform X1,LOC108992805,108992805,protein-coding,XM_018967450.2,XP_018822995.2,174.0,
NC_049901.1,2883284,2886242,1,plus,U-box domain-containing protein 40,LOC108992880,108992880,protein-coding,XM_018967588.2,XP_018823133.1,547.0,
NC_049901.1,2888516,2889991,1,minus,peroxidase 31-like,LOC108992831,108992831,protein-coding,XM_018967496.2,XP_018823041.1,326.0,
NC_049901.1,2891747,2895278,1,minus,senescence-associated carboxylesterase 101-like isoform X1,LOC108992829,108992829,protein-coding,XM_035691691.1,XP_035547584.1,599.0,
NC_049901.1,2898728,2898824,1,plus,small nucleolar RNA Z101,LOC118344322,118344322,snoRNA,XR_004798095.1,,,
NC_049901.1,2900700,2904313,1,minus,senescence-associated carboxylesterase 101 isoform X1,LOC108992827,108992827,protein-coding,XM_035691680.1,XP_035547573.1,605.0,
NC_049901.1,2904952,2920000,1,minus,GPI ethanolamine phosphate transferase 1,LOC108992871,108992871,protein-coding,XM_035683658.1,XP_035539551.1,987.0,
NC_049901.1,2906447,2906603,1,minus,U1 spliceosomal RNA,LOC118344464,118344464,snRNA,XR_004798251.1,,,
NC_049901.1,2921833,2923327,1,minus,gibberellin-regulated protein 14-like,LOC108992783,108992783,protein-coding,XM_018967426.2,XP_018822971.2,153.0,
NC_049901.1,2926248,2928566,1,minus,uncharacterized protein LOC108992885,LOC108992885,108992885,protein-coding,XM_018967595.2,XP_018823140.1,197.0,
NC_049901.1,2929344,2933132,1,minus,uncharacterized protein LOC108992865,LOC108992865,108992865,protein-coding,XM_018967569.2,XP_018823114.1,288.0,
NC_049901.1,2933551,2937522,1,minus,"ankyrin repeat domain-containing protein EMB506, chloroplastic",LOC108992864,108992864,protein-coding,XM_018967565.2,XP_018823110.1,325.0,
NC_049901.1,2937521,2937594,1,minus,tRNA-Val,TRNAV-AAC,108992896,tRNA,,,,
NC_049901.1,2938222,2941160,1,minus,xyloglucan glycosyltransferase 4-like,LOC108992765,108992765,protein-coding,XM_018967404.2,XP_018822949.1,662.0,
NC_049901.1,2949000,2952389,1,plus,protein ALTERED XYLOGLUCAN 4-like isoform X1,LOC108992785,108992785,protein-coding,XM_035687860.1,XP_035543753.1,564.0,
NC_049901.1,2954118,2955570,1,minus,uncharacterized protein LOC108999627,LOC108999627,108999627,protein-coding,XM_018976534.2,XP_018832079.1,183.0,
NC_049901.1,2960256,2962891,1,minus,WAT1-related protein At3g28050-like,LOC108992847,108992847,protein-coding,XM_018967530.2,XP_018823075.1,362.0,
NC_049901.1,2964404,2970245,1,minus,WAT1-related protein At5g40230-like,LOC108992848,108992848,protein-coding,XM_018967531.2,XP_018823076.1,361.0,
NC_049901.1,2971147,2973433,1,plus,probable inactive receptor kinase At2g26730,LOC108992846,108992846,protein-coding,XM_018967529.2,XP_018823074.1,630.0,
NC_049901.1,2976361,2980816,1,plus,RING-H2 finger protein ATL46-like,LOC108992889,108992889,protein-coding,XM_018967603.2,XP_018823148.1,364.0,
NC_049901.1,2982688,2983534,1,minus,uncharacterized protein LOC108992894,LOC108992894,108992894,protein-coding,XM_018967615.2,XP_018823160.1,158.0,
NC_049901.1,2986931,2991265,1,minus,uncharacterized protein LOC108992893 isoform X1,LOC108992893,108992893,protein-coding,XM_018967612.2,XP_018823157.1,514.0,
NC_049901.1,2995005,3002165,1,minus,potassium transporter 8-like,LOC108992856,108992856,protein-coding,XM_018967547.2,XP_018823092.1,774.0,
NC_049901.1,3009027,3013074,1,plus,cyclic nucleotide-gated ion channel 18,LOC108992777,108992777,protein-coding,XM_018967421.2,XP_018822966.1,695.0,
NC_049901.1,3019735,3022744,1,minus,probable receptor-like protein kinase At1g30570,LOC108992793,108992793,protein-coding,XM_018967438.2,XP_018822983.2,603.0,
NC_049901.1,3031449,3033373,1,minus,UDP-glycosyltransferase 90A1-like,LOC108995247,108995247,protein-coding,XM_018970774.2,XP_018826319.2,471.0,
NC_049901.1,3036663,3037916,1,minus,RING-H2 finger protein ATL74-like isoform X1,LOC108992779,108992779,protein-coding,XM_018967423.2,XP_018822968.2,228.0,
NC_049901.1,3051239,3055531,1,minus,uncharacterized protein LOC108992883,LOC108992883,108992883,protein-coding,XM_018967593.2,XP_018823138.1,330.0,
NC_049901.1,3062537,3077890,1,plus,methyl-CpG-binding domain-containing protein 9 isoform X1,LOC108992843,108992843,protein-coding,XM_018967522.2,XP_018823067.2,2252.0,
NC_049901.1,3080065,3083167,1,minus,homeobox-leucine zipper protein HAT5,LOC108992866,108992866,protein-coding,XM_018967570.2,XP_018823115.2,279.0,
NC_049901.1,3093600,3095417,1,plus,bidirectional sugar transporter SWEET6b-like,LOC108992796,108992796,protein-coding,XM_018967441.1,XP_018822986.1,225.0,
NC_049901.1,3101610,3105723,1,plus,"peptidyl-prolyl cis-trans isomerase, chloroplastic",LOC108992876,108992876,protein-coding,XM_018967583.2,XP_018823128.1,437.0,
NC_049901.1,3106920,3112402,1,minus,serine/threonine-protein kinase STY13,LOC108992888,108992888,protein-coding,XM_018967602.2,XP_018823147.1,365.0,
NC_049901.1,3115233,3122124,1,minus,deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog isoform X1,LOC108992806,108992806,protein-coding,XM_018967452.2,XP_018822997.1,471.0,
NC_049901.1,3124143,3126425,1,plus,"photosystem I assembly factor PSA3, chloroplastic-like",LOC108992797,108992797,protein-coding,XM_035693380.1,XP_035549273.1,297.0,
NC_049901.1,3126499,3129988,1,minus,"formate dehydrogenase, mitochondrial",LOC108992808,108992808,protein-coding,XM_018967455.2,XP_018823000.1,384.0,
NC_049901.1,3131544,3137651,1,plus,protein farnesyltransferase subunit beta,LOC108992807,108992807,protein-coding,XM_018967454.2,XP_018822999.1,456.0,
NC_049901.1,3140183,3143103,1,plus,CASP-like protein 4A1 isoform X1,LOC108992855,108992855,protein-coding,XM_018967545.2,XP_018823090.1,316.0,
NC_049901.1,3145915,3148156,1,plus,2-methylene-furan-3-one reductase-like,LOC108992854,108992854,protein-coding,XM_018967544.2,XP_018823089.1,323.0,
NC_049901.1,3155066,3157467,1,plus,2-methylene-furan-3-one reductase-like,LOC108992835,108992835,protein-coding,XM_018967503.2,XP_018823048.1,326.0,
NC_049901.1,3159954,3162550,1,plus,2-methylene-furan-3-one reductase-like,LOC108992833,108992833,protein-coding,XM_018967500.2,XP_018823045.1,328.0,
NC_049901.1,3164624,3167009,1,plus,2-methylene-furan-3-one reductase-like,LOC108992834,108992834,protein-coding,XM_018967502.2,XP_018823047.1,323.0,
NC_049901.1,3171146,3173499,1,minus,RNA exonuclease 4-like,LOC108992798,108992798,protein-coding,XM_018967443.2,XP_018822988.1,367.0,
NC_049901.1,3189573,3193256,1,plus,protein KINESIN LIGHT CHAIN-RELATED 2,LOC108992869,108992869,protein-coding,XM_018967573.2,XP_018823118.1,729.0,
NC_049901.1,3192709,3196038,1,minus,GDSL esterase/lipase At3g27950-like,LOC108992870,108992870,protein-coding,XM_018967575.2,XP_018823120.2,390.0,
NC_049901.1,3197550,3203201,1,minus,"L-aspartate oxidase, chloroplastic-like isoform X1",LOC108992773,108992773,protein-coding,XM_018967413.2,XP_018822958.2,682.0,
NC_049901.1,3205876,3206409,1,plus,uncharacterized gene,LOC108992815,108992815,pseudogene,,,,
NC_049901.1,3208880,3214772,1,plus,uncharacterized protein LOC108992771,LOC108992771,108992771,protein-coding,XM_035693441.1,XP_035549334.1,423.0,
NC_049901.1,3215825,3223635,1,plus,"protease Do-like 1, chloroplastic",LOC108999444,108999444,protein-coding,XM_018976335.2,XP_018831880.1,450.0,
NC_049901.1,3225821,3230331,1,minus,carbonic anhydrase 2-like,LOC108992857,108992857,protein-coding,XM_018967548.2,XP_018823093.1,335.0,
NC_049901.1,3232950,3239643,1,minus,"phosphoglucan phosphatase LSF1, chloroplastic isoform X1",LOC108992878,108992878,protein-coding,XM_018967584.2,XP_018823129.2,586.0,
NC_049901.1,3244889,3246064,1,minus,uncharacterized protein LOC108992775,LOC108992775,108992775,protein-coding,XM_035693450.1,XP_035549343.1,292.0,
NC_049901.1,3260099,3272805,1,plus,serine/threonine-protein kinase BLUS1-like isoform X1,LOC108992816,108992816,protein-coding,XM_018967469.2,XP_018823014.1,674.0,
NC_049901.1,3274686,3283471,1,minus,proteasome assembly chaperone 3 isoform X1,LOC108992820,108992820,protein-coding,XM_018967476.2,XP_018823021.1,124.0,
NC_049901.1,3284772,3287714,1,plus,cinnamoyl-CoA reductase-like SNL6,LOC108992817,108992817,protein-coding,XM_018967471.2,XP_018823016.1,362.0,
NC_049901.1,3288943,3289038,1,minus,small nucleolar RNA snoR1,LOC118344318,118344318,snoRNA,XR_004798093.1,,,
NC_049901.1,3291235,3296043,1,plus,uncharacterized protein LOC108992819,LOC108992819,108992819,protein-coding,XM_018967473.2,XP_018823018.2,175.0,
NC_049901.1,3298319,3300770,1,plus,universal stress protein A-like protein,LOC108992818,108992818,protein-coding,XM_018967472.2,XP_018823017.2,175.0,
NC_049901.1,3304056,3307058,1,minus,uncharacterized protein LOC108992891,LOC108992891,108992891,protein-coding,XM_018967606.2,XP_018823151.1,90.0,
NC_049901.1,3311613,3312418,1,minus,"50S ribosomal protein L12, chloroplastic-like",LOC108999747,108999747,protein-coding,XM_018976648.2,XP_018832193.1,189.0,
NC_049901.1,3312548,3312619,1,minus,tRNA-Pro,TRNAP-UGG,108992897,tRNA,,,,
NC_049901.1,3313000,3318832,1,minus,"monodehydroascorbate reductase 4, peroxisomal",LOC108992868,108992868,protein-coding,XM_018967572.2,XP_018823117.1,478.0,
NC_049901.1,3325219,3328804,1,minus,myb-related protein 305-like isoform X1,LOC108992780,108992780,protein-coding,XM_018967424.2,XP_018822969.2,204.0,
NC_049901.1,3332810,3336835,1,minus,ADP-ribosylation factor 1-like isoform X1,LOC108992839,108992839,protein-coding,XM_018967512.2,XP_018823057.1,183.0,
NC_049901.1,3338140,3349080,1,plus,"peptide deformylase 1B, chloroplastic isoform X1",LOC108992837,108992837,protein-coding,XM_035693487.1,XP_035549380.1,255.0,
NC_049901.1,3351192,3354567,1,minus,polygalacturonase At1g48100,LOC108992799,108992799,protein-coding,XM_035693508.1,XP_035549401.1,455.0,
NC_049901.1,3363124,3368900,1,plus,shaggy-related protein kinase epsilon isoform X1,LOC108992860,108992860,protein-coding,XM_018967555.2,XP_018823100.1,412.0,
NC_049901.1,3374115,3380714,1,plus,DNA (cytosine-5)-methyltransferase DRM2 isoform X2,LOC108992863,108992863,protein-coding,XM_018967562.2,XP_018823107.1,589.0,
NC_049901.1,3383133,3397341,1,plus,DEAD-box ATP-dependent RNA helicase 14 isoform X1,LOC108992842,108992842,protein-coding,XM_018967517.2,XP_018823062.1,734.0,
NC_049901.1,3400951,3404249,1,plus,transcription factor MYB118-like,LOC108992800,108992800,protein-coding,XM_018967446.2,XP_018822991.2,457.0,
NC_049901.1,3404409,3407277,1,minus,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,LOC108992767,108992767,protein-coding,XM_018967405.2,XP_018822950.1,310.0,
NC_049901.1,3412405,3412966,1,minus,zinc finger A20 and AN1 domain-containing stress-associated protein 1-like,LOC108992801,108992801,protein-coding,XM_018967447.1,XP_018822992.1,121.0,
NC_049901.1,3419697,3420470,1,minus,ubiquitin-40S ribosomal protein S27a,LOC109007254,109007254,protein-coding,XM_018986851.2,XP_018842396.1,156.0,
NC_049901.1,3421492,3423571,1,minus,glutaredoxin-like,LOC109007255,109007255,protein-coding,XM_018986852.2,XP_018842397.1,107.0,
NC_049901.1,3425115,3426633,1,minus,glutaredoxin-C2-like,LOC109007257,109007257,protein-coding,XM_018986854.2,XP_018842399.1,107.0,
NC_049901.1,3434024,3440271,1,minus,isocitrate dehydrogenase [NADP],LOC109007253,109007253,protein-coding,XM_018986850.2,XP_018842395.1,497.0,
NC_049901.1,3446043,3459317,1,plus,"polyribonucleotide nucleotidyltransferase 2, mitochondrial",LOC109007251,109007251,protein-coding,XM_018986849.2,XP_018842394.2,968.0,
NC_049901.1,3464136,3468458,1,plus,cysteine-rich receptor-like protein kinase 42,LOC109007246,109007246,protein-coding,XM_018986844.2,XP_018842389.1,674.0,
NC_049901.1,3469673,3479710,1,minus,DExH-box ATP-dependent RNA helicase DExH17,LOC109007250,109007250,protein-coding,XM_035693544.1,XP_035549437.1,1248.0,
NC_049901.1,3482967,3486335,1,minus,uncharacterized protein LOC109007248,LOC109007248,109007248,protein-coding,XM_018986846.2,XP_018842391.1,256.0,
NC_049901.1,3486751,3488637,1,plus,"chaperone protein dnaJ C76, chloroplastic-like",LOC109007247,109007247,protein-coding,XM_018986845.2,XP_018842390.1,298.0,
NC_049901.1,3488549,3492890,1,minus,"sirohydrochlorin ferrochelatase, chloroplastic",LOC109007249,109007249,protein-coding,XM_018986847.2,XP_018842392.1,211.0,
NC_049901.1,3505136,3509635,1,plus,probable galactinol--sucrose galactosyltransferase 5,LOC109007245,109007245,protein-coding,XM_018986843.2,XP_018842388.1,779.0,
NC_049901.1,3511417,3515829,1,plus,LOW QUALITY PROTEIN: proline-rich protein 2,LOC109007244,109007244,protein-coding,XM_035693578.1,XP_035549471.1,515.0,
NC_049901.1,3517400,3527011,1,plus,zinc finger CCCH domain-containing protein 41,LOC109007239,109007239,protein-coding,XM_018986835.2,XP_018842380.2,928.0,
NC_049901.1,3527269,3530418,1,minus,pentatricopeptide repeat-containing protein At5g40400,LOC109007240,109007240,protein-coding,XM_018986838.2,XP_018842383.1,645.0,
NC_049901.1,3533558,3566385,1,minus,protein RST1 isoform X1,LOC109007238,109007238,protein-coding,XM_018986833.2,XP_018842378.1,1921.0,
NC_049901.1,3566420,3575982,1,plus,protein ANTHESIS POMOTING FACTOR 1,LOC109007241,109007241,protein-coding,XM_018986839.2,XP_018842384.1,338.0,
NC_049901.1,3576133,3577025,1,minus,oleosin 5-like,LOC109007243,109007243,protein-coding,XM_018986840.2,XP_018842385.1,154.0,
NC_049901.1,3589681,3591561,1,minus,LOB domain-containing protein 25,LOC109007237,109007237,protein-coding,XM_018986829.2,XP_018842374.1,170.0,
NC_049901.1,3598320,3604686,1,plus,mitogen-activated protein kinase kinase 3,LOC109007236,109007236,protein-coding,XM_018986827.2,XP_018842372.1,522.0,
NC_049901.1,3612237,3616755,1,minus,denticleless protein homolog,LOC109007234,109007234,protein-coding,XM_018986825.2,XP_018842370.1,511.0,
NC_049901.1,3619872,3628773,1,plus,pescadillo homolog,LOC109007233,109007233,protein-coding,XM_035693638.1,XP_035549531.1,606.0,
NC_049901.1,3631031,3659152,1,minus,titin-like isoform X1,LOC109013843,109013843,protein-coding,XM_035693640.1,XP_035549533.1,6605.0,
NC_049901.1,3665052,3665336,1,plus,cyclin-dependent protein kinase inhibitor SMR6-like,LOC118344292,118344292,protein-coding,XM_035684759.1,XP_035540652.1,94.0,
NC_049901.1,3676226,3678130,1,minus,F-box protein At5g51380-like,LOC109006969,109006969,protein-coding,XM_018986433.2,XP_018841978.1,475.0,
NC_049901.1,3679442,3691144,1,minus,glycosylphosphatidylinositol anchor attachment 1 protein isoform X1,LOC109006968,109006968,protein-coding,XM_018986427.2,XP_018841972.2,717.0,
NC_049901.1,3699712,3733329,1,plus,nuclear pore complex protein GP210 isoform X1,LOC108984013,108984013,protein-coding,XM_018955836.2,XP_018811381.2,1960.0,
NC_049901.1,3737989,3742836,1,plus,protein kinase PVPK-1-like,LOC108984014,108984014,protein-coding,XM_018955839.2,XP_018811384.2,676.0,
NC_049901.1,3744118,3747873,1,plus,altered inheritance of mitochondria protein 32-like,LOC108984015,108984015,protein-coding,XM_035693715.1,XP_035549608.1,396.0,
NC_049901.1,3748866,3750661,1,minus,U-box domain-containing protein 41,LOC108984012,108984012,protein-coding,XM_018955834.2,XP_018811379.1,338.0,
NC_049901.1,3752470,3754383,1,minus,alkane hydroxylase MAH1-like,LOC108984016,108984016,protein-coding,XM_018955842.2,XP_018811387.2,533.0,
NC_049901.1,3766017,3770339,1,minus,uncharacterized protein LOC109019729,LOC109019729,109019729,protein-coding,XM_019002084.2,XP_018857629.2,412.0,
NC_049901.1,3771021,3772804,1,minus,alkane hydroxylase MAH1-like,LOC109019727,109019727,protein-coding,XM_019002080.2,XP_018857625.2,514.0,
NC_049901.1,3773882,3775961,1,minus,pentatricopeptide repeat-containing protein At4g21065-like,LOC109019731,109019731,protein-coding,XM_019002086.2,XP_018857631.2,625.0,
NC_049901.1,3775806,3779416,1,minus,putative pentatricopeptide repeat-containing protein At3g01580,LOC109019730,109019730,protein-coding,XM_019002085.2,XP_018857630.2,702.0,
NC_049901.1,3787244,3790889,1,plus,putative glucose-6-phosphate 1-epimerase,LOC109004225,109004225,protein-coding,XM_018982702.2,XP_018838247.1,306.0,
NC_049901.1,3792763,3798079,1,plus,ribosomal RNA-processing protein 8,LOC109004228,109004228,protein-coding,XM_018982706.2,XP_018838251.1,289.0,
NC_049901.1,3794125,3818006,1,minus,uncharacterized LOC118349391,LOC118349391,118349391,lncRNA,XR_004802373.1,,,
NC_049901.1,3799446,3804185,1,plus,serine/threonine-protein kinase STY13-like,LOC109004226,109004226,protein-coding,XM_018982703.2,XP_018838248.2,352.0,
NC_049901.1,3805415,3809712,1,plus,SUPPRESSOR OF GAMMA RESPONSE 1-like isoform X1,LOC108982494,108982494,protein-coding,XM_018953888.2,XP_018809433.1,402.0,
NC_049901.1,3813941,3816905,1,minus,uncharacterized protein LOC108982501,LOC108982501,108982501,protein-coding,XM_018953903.2,XP_018809448.1,387.0,
